uid	iids
369	59787,55874
370	24646,24748
371	8280,14779
372	46711,58805
373	29246,25827
374	40143,29464
375	31884,53173
376	30179,31568
377	39113,45295
378	9929,19325
379	60227,55721
380	40258,45889
382	49280,52480
383	38314,61792
384	25798,51624
385	57175,62831
386	35860,50848
387	22259,54746
388	35129,54245
389	50421,49557
390	46604,44472
391	41715,13633
392	57629,58789
393	61549,22534
394	34502,59329
395	31019,6738
396	37490
397	59711,46215
398	36588,49527
399	17324,18122
400	40298,53108
401	32411
402	56100,61149
403	39707,49227
404	14618,37761
405	43268,41358
406	13189,53392
407	38787,48492
408	51301,59331
409	8449,6164
410	49077,46608
411	54531,49450
412	29206,19924
413	15057,15602
414	26948,58048
415	55062,52802
416	60885,62897
417	21766,40799
418	27008,7597
419	26962,37761
420	35427,20283
421	44833,32044
422	5924,32936
423	59861,51946
424	35604,55429
425	24027,53173
426	40991
427	7024,25157
428	47013,54189
429	49157,56616
430	23960,9873
431	60211
432	58199,59681
433	27194
434	61498,61899
435	21736,50346
436	52914,56717
437	17920,43290
439	27935,29917
440	42992,45466
441	16586,19636
442	1856,1858
443	4310,29248
444	53347,7470
445	21390,48505
446	59463,16824
447	21706,21903
448	8161,51928
449	12823,55662
450	44953,59865
451	32077,29988
452	44472,48021
453	59811,21060
454	7731,31995
455	51417,37884
456	17224
458	21595,47097
459	55982,38191
460	46580,56767
461	35507,31006
462	52144,30878
463	52170,51167
464	59708
465	55149,59865
466	25403,31319
467	50425,41929
468	44680,56948
469	21644,16887
471	29248,43219
472	31936,32693
473	59234,61815
474	46753,55546
475	8218,4668
476	56858,60708
477	19866,30532
478	48306,48307
479	42959,58693
480	47673,59962
481	4546
482	14430,60686
483	30443,51562
484	39735,34277
486	40798,46019
487	16485,50894
488	47971,15044
490	44028,10381
491	7287,57084
492	59114,61044
493	52166,56019
494	57576,60589
495	50624,51816
496	38663,56355
497	59879,58483
498	54944,56524
499	48074,53372
500	24653,34479
501	30532,58727
502	2015,25627
503	47870,59607
504	47870,34639
505	60200,58425
506	33103,52054
507	1025,13638
508	46909,54270
509	33479,36141
510	22045,30658
511	44525,52613
512	39434
513	37200,37372
514	55700,57244
515	41736
516	39521,53616
517	13070,31019
518	52231,46451
519	2909,58212
520	8060,12038
521	54527,62146
522	39669,53233
523	41764,55325
524	29559,43558
525	26574,32009
526	53732,56960
527	8267,22302
528	59133,46321
529	46830,54679
530	15044
531	36428,38474
532	1025,48161
533	14664,40374
534	28698,35320
535	34908,43442
536	46521,38786
537	43442,56912
538	28567,52720
539	39553,37775
540	8676,62222
541	39486,23442
542	41522,54416
543	41923,49678
544	56401,56192
545	25132
546	58036,13362
547	27907,60529
548	44345,60024
549	38047,57951
550	44124,51004
551	28168,46676
552	49611,57565
553	33998,61518
554	39604,42335
555	11757,13287
556	41278,62055
557	22542,31567
558	58301,28690
559	52012,61763
560	31680,55190
561	21362,21644
562	25181,54374
563	53233,61769
564	10762,10346
565	30441,51308
566	57479,60291
567	2074,11319
568	26434,34442
569	15980,20905
570	765,27571
571	60168,21601
572	41111,44538
573	30011,30179
574	37433,55964
575	60073,52274
576	13633,49157
577	48142,50209
578	54489,59937
579	42843,8267
580	11647,53750
581	33820,49339
582	443
583	46187,23588
584	34014,37278
585	34520,56725
587	16718,6455
588	22928,32813
589	9533,5387
590	51485,57820
591	49157,27353
592	27846,38638
593	3153,59838
594	49904,55384
595	11080,48193
596	41278,41601
597	28858,32502
598	31577,12362
599	61078,62637
600	39256,62707
601	56151,7167
602	33780,19327
603	39335,61560
604	44091,45672
605	56948,60663
606	53366,59865
607	48700,53170
608	58695,59144
609	3446,26339
610	38475,60043
611	16621,31654
612	62052,62411
613	5925,29207
614	51774
615	12684,24094
616	4310,44920
617	48007,54759
618	25954,60160
619	38820,48680
620	43470,32992
621	9718,47640
622	43771,25385
623	57548,57549
624	56536,57624
625	54607
626	57548,60847
627	39049,61046
628	26948,28830
629	7925,22318
630	51346,51336
631	1555,2267
632	49819,60728
633	58611,61032
634	27826,52157
635	2560,53519
636	20432,29441
637	53667,18671
638	42018,52023
639	51706,56408
640	38032,61252
641	21903,58101
642	4936,15243
643	48504,58316
644	16355,22789
645	44219,60886
646	62423,62427
647	60194,7402
648	53879,62136
649	41290,40058
650	56241,23270
651	29248,61046
652	54084,38899
653	14797,17274
654	22300,10178
655	17601
656	42335,52826
657	40623,56822
658	15996,59536
659	43677,57607
660	4290
661	42511,56912
662	13100,30875
663	2828,23494
664	41373,61614
665	21266,43446
666	35624,61713
667	34480,47060
668	55291,13008
669	41493,47555
670	50581,46599
671	31669,43470
672	60864,62433
673	37268,57080
674	44030,50421
675	59865,62796
676	24302,10910
677	13633,699
679	51527,51528
680	28028,39732
681	22689,29084
682	22794,60160
683	54246,54847
684	7682,46829
685	61096,53344
686	53233,35672
687	43442,29758
688	16777,25600
689	56492,17618
690	58656
691	61143,12022
692	56518,56538
693	23608,40883
694	2443,8627
695	24480,54576
696	46782,16777
697	23500,59865
698	48977,53701
699	23523,8676
700	21813,54513
701	60160,53909
702	55275
703	35994,58791
704	48383,2245
705	54103,62862
706	11169,9178
707	39598,47870
708	18683,43442
709	19874,20976
710	27294,30135
711	39693,46500
712	23270,58203
713	27306,11947
714	49157,5611
715	36665,51540
716	45273,61312
717	51928,18544
718	7561,26474
719	60197,31716
720	31708,24387
721	61513,61533
722	16777
723	49339,51136
724	38297,35692
725	24309,35440
726	48883,53968
727	22779,18423
728	56224,48699
729	47345,48697
730	10554,53539
731	14868,47943
732	29758,38616
733	44163,48615
734	35938,59658
735	58678,62876
736	34831,45617
737	50581,52526
738	62097,3164
739	51776,54467
740	38297,37888
741	49733,49764
742	27788,26674
743	57184,59148
744	23801,61103
745	58797,60655
746	11647,50567
747	60473,60147
748	30055,57826
749	49916,17889
750	8014,23583
751	46829,57294
752	32381,42059
753	3619,37442
754	60783,29248
755	31047,56894
756	27877,36001
757	60205,14579
758	7382,13700
759	47964,48999
760	42104,47095
761	42501,51407
762	62347,62206
763	48839,54042
764	43715,52031
765	27003,60295
766	45334,12618
767	33222,22404
768	17,59696
769	40424,47124
770	23546,23810
771	31149,18148
772	27294,52181
773	19766,46677
774	48469,50476
775	34886,56242
776	37380,59795
777	21801,45852
778	9063,12430
779	25981,46803
780	38474,61239
781	28383,46527
782	36944,8676
783	35217,6908
784	34872,21671
785	14516,28605
786	47184,47484
787	180,18215
789	42263,49157
790	57830,58423
791	61256,62825
792	60073,61563
793	44203,57250
794	20754,57937
795	51962,59331
796	55494,60002
797	54713,51253
798	2924,16999
799	23911
800	59737,56912
801	31476,54111
802	42173
803	49777,30269
804	53984,54451
805	26699,42254
806	40854,55692
807	6483,4851
808	51817,57182
809	51359,60616
810	33073,41358
811	7056,8235
812	16777,40535
813	49072,39504
814	28590,39130
815	43664,40991
816	37657,43531
817	53522,58422
818	58937
819	49941,56273
820	53170,53305
821	5225
822	32415
823	15363,38303
824	57815,56767
825	41664,56127
826	38239,41487
827	44194,59646
828	45344,52546
829	34496,45213
830	37372,1290
831	48634,54706
832	39622,54456
833	24962,61862
834	43406,43866
835	47870,56653
836	42050,57514
837	2015,25872
838	9361
839	9094,46286
840	44409,54827
841	53153,2747
842	23583,28582
843	20519,26048
844	29308,40662
845	16238,19737
846	53563,55354
847	47985,24302
848	7324,5840
849	6789,18030
851	15966
852	48397,42378
853	55542,3439
854	59865
855	33800,14005
856	37921,49817
857	52223,52764
858	9739,47382
859	37510,46414
860	14765,8456
861	28482,32009
862	18794,54342
863	48391,49349
864	58857,55367
865	4927,32018
866	48767,17965
867	53556
868	40020,47225
869	55064,60473
870	49924,62805
871	31017,46069
872	53845,55169
873	43181,50328
874	62366
875	54178,55288
876	59276,60283
877	42395,54713
878	32992,29207
879	37530,55915
880	8676,22029
881	56178,61029
882	33473,32753
883	59708,62068
884	20870,32415
885	61921,37761
886	30433,55882
887	53563,56027
888	56660,57821
889	62610,52888
890	31931,38533
891	27072,37087
892	16190,62218
893	25981,59115
894	58687,60160
895	3966,25020
896	62559,56552
897	45338,40096
898	33631,37991
899	9300,19872
900	41561,54321
901	2032,62946
902	48201,13541
903	25870,31583
904	57913,57250
905	15857,46372
906	41358,13224
907	48679,59742
908	41561,47682
909	33473,19203
910	22974
911	26705,43358
912	11042,12128
913	19867,20737
914	58903,5748
915	28220,55447
916	46853,180
917	44271,56405
918	26173,57305
919	4764,39994
920	861,842
921	53239,56835
922	61560,62156
923	15795,53773
924	5177,6959
925	53715,54739
926	26020,34164
927	53392
928	49151,59704
929	27343,61466
930	62200,62698
931	3437,7684
932	56446,61133
933	14996,4534
934	52012,46783
935	59589,60160
937	2090,11119
938	30269,30331
939	49528,61335
940	52003,57709
941	41408,44880
942	6895,8335
943	56665,38756
944	52546,53109
945	9196
946	38756,42649
947	4851,36824
948	27607,34320
949	34464,58445
950	41359,45775
951	19713,38099
952	3400,2029
953	61002,41194
954	59968,46043
955	33032,51334
956	50358,26627
957	23481,50432
958	14005,46956
959	50136,41718
960	37671,35974
961	37934,9500
962	46985,53093
963	31907,47152
964	57709,29248
965	25323,42987
966	12895
967	51417,59008
968	1826,2036
969	39512,45563
970	60519,61666
971	59873
972	45468,35132
973	40494,53170
974	42709,29662
975	55787,61616
976	57244
977	18144,19687
978	13743,19596
979	30806,49832
980	50977,58372
981	51707,2360
982	58881,60178
983	17927,38110
984	50581,56115
985	54580,58800
986	28068,38086
987	53195,53131
988	29356,25350
989	56047,56536
990	58254,59024
991	12156,19805
992	56199,55815
993	32490,49754
994	6887,56444
995	37328,38968
996	57524,57548
997	25872,7531
998	43285,60653
999	26652,52833
1000	24007,43269
1001	4296,54588
1002	14005,37954
1003	20980,51816
1004	39370,37739
1005	18297,21060
1006	8456,12090
1007	46750,52881
1008	20193
1009	59085,31627
1010	59865,22302
1011	2526,57977
1012	50428,60172
1013	53548,23718
1014	18938,37464
1015	6022,5485
1016	46560,55628
1017	36005,44487
1018	55078,47677
1019	43554,46791
1020	33256,44472
1021	39790,57407
1022	25961,39442
1023	40754,43925
1024	9951,44843
1025	55094,62551
1026	31631,35975
1027	49157,48323
1028	23947,15151
1029	40301,41335
1030	23801,37235
1031	52366,46312
1032	48448,42245
1033	35116,42440
1034	50821,62166
1035	20069,53659
1036	52586,53702
1037	35303,43733
1038	12423,15699
1039	37063,22391
1040	60136,60683
1041	12044,43085
1042	56549,56524
1043	12255,32992
1044	59454,60030
1045	13031,61385
1046	53748,62073
1047	55136,23812
1048	21910,36216
1049	57612,57225
1050	22447,54527
1051	5037,33770
1052	15729,25243
1053	28092,53225
1054	39417,11840
1055	55371,42005
1056	60934,49729
1057	4764,39073
1058	30327,57230
1059	54484,58456
1060	3749,10379
1061	11478,13145
1062	50622,59203
1063	46498,60054
1064	35778,55556
1065	9951,60160
1066	48417,50352
1067	30824,55952
1068	54527,45641
1069	46185
1070	52717,54165
1071	21527,47010
1072	46581,57826
1073	34905,29590
1074	36476,47870
1075	13916
1076	50317,60073
1077	41181,43051
1078	32411,31875
1079	36194,13762
1080	25020,43066
1081	54711,56142
1082	34561,37141
1083	38087,62272
1084	61278,43269
1085	51373,49056
1086	41434,58742
1087	32721,45655
1088	23691,38983
1089	46882,49500
1090	35821,60795
1091	35963,62626
1092	58942,43232
1093	37866,54623
1094	54015,58189
1095	50655,50345
1096	54435,58764
1097	7402,56103
1098	34311,33700
1099	59285,59328
1100	33880,40843
1101	37709,60211
1102	43718,23444
1103	30849,55556
1104	55114,59797
1105	47938,46949
1106	10967,18419
1107	16592,21392
1108	51992,53833
1109	7979,26625
1110	37642,454
1111	58902,59865
1112	47326,60698
1113	22232,24885
1114	56894,60073
1115	60160,50020
1116	25020,39122
1117	50598,57093
1118	24323,20205
1119	58159,62885
1120	43746,61101
1121	10213,49735
1122	46096
1123	4851,36971
1124	20980,30519
1125	33113,40618
1126	15266,25278
1127	42565,40747
1128	8198,8370
1129	8558
1130	24819,35724
1131	13235,47484
1132	60342,37476
1133	41611,42470
1134	25914,27109
1135	34175,45409
1136	41561,52248
1137	28782,36892
1138	55586,59081
1139	61264,61822
1140	38458,21929
1141	16542,60703
1142	2180,42186
1143	3749,30569
1144	31568,33473
1145	40024,60514
1146	30165,54256
1147	30236,55467
1148	19178,35163
1149	48445,54889
1150	41522,48513
1151	39855,42706
1152	36005,49574
1153	56092,55596
1154	56286,25797
1155	25872,9739
1156	57821,59865
1157	39744,15834
1158	46833,62831
1159	54327,55459
1160	60429,50779
1161	58646,55694
1162	54912,59375
1163	52842,54164
1164	61046,742
1165	42287,48895
1166	23380,22302
1167	31570,20429
1168	41278,36422
1169	42335,49769
1170	36652,56916
1171	34295,43557
1173	23313,13633
1174	59953,61947
1175	18187,40161
1176	11768,34657
1177	24648,749
1178	41787,46648
1179	44472,52145
1180	35104,38214
1181	61614,39078
1182	10740,55815
1183	55116,56993
1184	54189,39335
1185	34790,41122
1186	41749,56509
1187	29692,2473
1188	59970,60199
1189	29182,30972
1190	32567,42730
1191	28413,45641
1192	45788,49239
1193	13450,17090
1194	44203,37921
1195	52833,39676
1196	9719,42068
1197	41641,43903
1199	58334,27622
1200	39270,21098
1201	19770,25966
1202	47239,22534
1203	52039
1204	35093,15261
1205	42018,33473
1206	20051,20727
1207	42691,47326
1208	11492,38452
1209	12174,34820
1210	31047,57691
1211	61784,56912
1212	55137,55134
1213	52842,57612
1214	60727,61243
1215	30630,4
1216	34480,55134
1217	43952,38357
1218	50345
1219	40243
1220	25641,48578
1221	1396,57610
1222	57610,42104
1223	52833,56569
1224	59497,59448
1225	2388,12515
1226	39580,49003
1227	38820,58102
1228	44124,43704
1229	58798,59865
1230	54162,61525
1231	50578,56401
1232	44263,49157
1233	16640,32508
1234	37087,52
1235	46287,53164
1236	36652,55847
1237	23906,45233
1238	8056
1239	61138,43087
1240	18259,7260
1241	49164,52713
1242	26574,62129
1243	43236,48909
1244	9233,42843
1245	26896,22006
1246	21820,38906
1247	48350,59045
1248	59968,60513
1249	52502,52997
1250	26474,55870
1251	61498,61899
1252	3190,2277
1253	52511,57532
1254	8460,20980
1255	40799,51554
1256	15948,33862
1257	56558,57879
1258	8810,11761
1259	57973,49157
1260	54250,57250
1261	37041,59365
1262	55787,59283
1263	61606
1264	42460,35605
1265	16378,34019
1266	19666,26030
1267	12998,13754
1269	27989,53749
1270	37352,59865
1271	56703,41342
1272	25356,25880
1273	25211
1274	24672,48165
1275	17241
1276	41522,36238
1278	46187,46669
1279	61051,45415
1280	25563,56693
1281	46791,16777
1282	59100,42305
1283	43596,43414
1284	57377,7725
1285	26578
1286	55098,57182
1287	58456,58686
1288	48097,25797
1289	36962,62939
1290	53367,59168
1291	61947,62460
1292	7557
1293	39102,34516
1294	28157,42913
1295	20402,60281
1296	23812,44498
1297	33658,40239
1298	53793
1299	48763,48634
1300	51612,61777
1301	26200,3370
1302	31429,19571
1303	23878,56630
1304	1587,58865
1305	34507,19017
1306	60541,61443
1307	56944,58334
1308	50968,62618
1309	29825,59447
1310	60705,51684
1311	40308,52819
1312	54896,59283
1313	26503,43085
1314	12019,21225
1315	4764,39275
1316	59376,59977
1317	28840,57530
1319	58281,58011
1320	34985,34464
1321	46408
1322	24483,50375
1323	40032,43113
1324	44826,45469
1325	32218,52475
1326	9930,27083
1327	32018,58433
1328	20439,45889
1329	57250,42492
1330	17845,37210
1331	57151,58742
1332	43347
1333	32573
1334	42830,58454
1335	48934,60395
1336	11823,23379
1337	37220,14761
1338	34721
1339	7493,17915
1340	35253,20976
1341	57902,43198
1342	37614,38640
1343	10740,36238
1344	25132,52461
1345	30146,62745
1346	44338,2788
1347	24170,41561
1348	47015,48841
1349	22302,35647
1350	3985,62660
1351	28728,62996
1352	39433,42565
1353	48655,52031
1354	56442,57618
1355	29265,53906
1356	4760,25696
1357	51184,60596
1358	20770,30574
1359	38915,53347
1360	14855,10624
1361	27330,49157
1362	48937,61870
1363	27360,56858
1364	47637
1365	62409,62579
1366	27193,29207
1367	59861,60151
1368	52002,12983
1369	31176,50565
1370	21383,52629
1372	44120,38111
1373	48392,50210
1374	24203,31019
1375	22302,42666
1376	5479,15787
1377	54651,59365
1378	58553,58869
1379	48260,56682
1380	29460,23405
1381	37697,40960
1382	22430,57542
1383	6646,41104
1384	57094,57288
1385	15514,46629
1386	15235,2743
1387	19807,54804
1388	5989,43989
1389	43557,55370
1390	35217,47525
1391	29248,49157
1392	50616,31067
1393	49873,12618
1394	20283,54727
1395	49350,53740
1396	26574,52554
1397	45312,22283
1398	26354,19769
1399	45413,35337
1400	33721,2399
1401	33745,50318
1402	5612,11138
1403	27255,29843
1404	61063,61525
1405	40036,2358
1406	52962,56617
1407	7300,13142
1408	46791,51270
1409	57542,25350
1410	42090,54376
1411	46560,54189
1412	62571,59990
1413	48502,53225
1414	1555,41408
1415	20179,40476
1416	20314,54097
1417	36632,56325
1418	42018,60064
1419	48459,14920
1420	50391,52128
1421	18977,20890
1422	58879,62280
1423	35692,53102
1424	46887,51171
1425	32586,48948
1426	54612,56912
1427	52258,57875
1428	39994,56682
1429	37761,55815
1430	40285,41054
1431	29248,52531
1432	60557,62255
1433	1336,4851
1434	59211,53765
1435	25819,50905
1436	47927,48329
1437	40591,61258
1438	18295,45344
1439	62824,62817
1440	56948,59460
1441	18342
1442	47925,55855
1443	43557,26627
1444	50222,58019
1445	50848,30991
1446	33048,48694
1447	51136,54256
1448	52064,36496
1449	61079,61853
1450	62179,4143
1451	41825
1452	15183,38026
1453	12362,50463
1454	48952,58208
1455	10162,765
1456	13532,62052
1457	11001,53214
1458	23583,54759
1459	42927,4446
1460	53998,56014
1461	55158,50399
1462	37924
1463	35705,48073
1464	47919,42335
1465	60498,32296
1466	1290,46527
1467	10798,57612
1468	49491,59955
1469	46123,47870
1470	46273,52003
1471	30950,61954
1472	40468,54603
1473	13949,59589
1474	27466
1475	43280,54564
1476	47223,5008
1477	49157,35104
1478	41194,54011
1479	29278,56703
1480	46421,46829
1481	50983,52921
1482	25963,33987
1483	17919,50578
1484	57679,58249
1485	51417,58626
1486	29331,846
1487	44592,58201
1488	50249,3121
1489	61138,62818
1490	19265,52713
1491	27934,32557
1492	62787,62734
1493	48380,33939
1494	47523,21273
1495	4764,20294
1496	5589,59329
1497	22284,56509
1498	61167,61560
1499	51308,51026
1500	21273,2747
1501	59968,60332
1502	60244,60246
1503	52699,52705
1504	60073,40020
1506	34604,42987
1507	46829,30546
1508	32484,33286
1509	56994,38047
1510	53955,57819
1511	43713,26746
1512	50400
1513	9447,10379
1514	47645,60958
1515	36399,46879
1516	61939,32374
1517	35932,41869
1518	54527,59775
1519	54492,22357
1520	37633,37862
1521	53052,37657
1522	48663,61721
1523	54327,55459
1524	4713,25966
1525	18220,34855
1526	47870,57275
1527	15216,39782
1528	60108,59489
1529	32598,46366
1530	19142,53611
1531	46549,29900
1532	53042,50058
1533	54070,55461
1534	23256,39448
1535	19399,47535
1536	36399,53667
1537	53233,53510
1538	24760,60043
1539	19643,2172
1540	57869,61432
1541	8112,52813
1542	31571,37467
1543	41837,24956
1544	60137
1545	58022,57674
1546	45417,28870
1547	37811
1548	48208,31785
1549	23738,43560
1551	9748,59566
1552	41717,16827
1553	44791,37761
1554	53978,43624
1555	20294,28425
1556	16481
1557	39341,52578
1558	54287,31671
1559	53952,60160
1560	27193,59865
1561	21635,57754
1562	36885,54711
1563	24519,37029
1564	33096,54588
1565	49973,59953
1566	56613,50396
1567	56442,54753
1568	9073,45081
1569	48863,22302
1570	4713,49833
1571	58806,59865
1572	10535,54921
1573	49303,62412
1574	45021,47629
1575	41215,23878
1576	35692,46187
1577	42967,43135
1578	31729,41051
1579	13954,23701
1580	57914,34604
1581	41593,28674
1582	35639,49757
1583	37010,60621
1584	27544,32613
1585	28168,36063
1586	54731,2177
1587	59382,61328
1588	29207,54710
1589	23535,41561
1590	39778,41054
1591	38611,40532
1592	35728,58425
1593	48074,26243
1594	59937,8496
1595	53547,51946
1596	11767,59865
1597	62765,62725
1598	36496,41011
1599	43595,55134
1601	36398,39434
1602	33191,28686
1603	40947,56409
1604	7900
1605	16223,38820
1606	33922,38591
1607	18422,47195
1608	59865,61514
1609	16732,55811
1610	28730,32218
1611	61947,22302
1612	11754,37928
1613	31412,54514
1614	37761,30523
1615	58709,16428
1616	25760,31482
1617	24188,42335
1618	49321,54097
1619	50900,52145
1620	30041,34340
1621	52143,46783
1622	37783,38726
1623	43515,39162
1624	33166,55480
1625	40470,42907
1626	54479,62173
1627	31567,45505
1628	40844,23380
1629	10437,15834
1631	7683,56243
1632	27104,14835
1634	55367,54588
1635	50622,17615
1636	53436,45435
1637	16949,29703
1638	16643,55730
1640	57708,49620
1641	41561,56518
1642	60073,30269
1644	52858,52144
1645	57826,48633
1646	30966,31734
1647	40604,54403
1648	43476,56063
1649	42857,33811
1650	39580,57530
1651	53626,57663
1652	54633,12787
1653	37010,18043
1654	59575,59865
1655	38239,52586
1656	59331,62190
1657	43198,52589
1658	23381,43676
1659	61256,62913
1660	22469,58466
1662	58698,59035
1663	51726,45788
1664	29963
1665	42515,41432
1666	18151,30244
1667	57289,60099
1668	43400,47440
1669	34855,33173
1670	43282,17580
1671	37344,52223
1672	54585,49156
1673	31875,54713
1674	25314,51848
1675	6789,33149
1676	24519,47455
1677	7682,30710
1678	55051,35440
1679	10812,16777
1680	34908,21953
1681	1772,47991
1682	36100,38029
1683	34832,36849
1684	50345,59547
1685	37166,57244
1686	50998,33096
1687	36331,25966
1688	44275,49070
1689	48225,37372
1690	50229,54605
1691	26172,34246
1692	44145,44478
1693	16569,25603
1694	60852,57080
1695	56049,60024
1696	45813,48123
1697	40324,56518
1699	15857,45365
1701	28321,42867
1702	26574,6570
1703	36039,61442
1704	10381
1705	7636,31567
1706	19633,56725
1707	57604,62040
1708	30710,36529
1709	37986,49976
1710	29207
1711	53876,49755
1712	50636,56330
1713	60657,54535
1714	57613,58031
1715	42879,60972
1716	17224,29644
1717	17636,18418
1718	7314,45344
1719	49157,52571
1720	38978,53547
1721	21587,2360
1722	22915,16608
1723	55674,62956
1724	9611,56180
1725	42717
1726	47870,60140
1727	4764,18490
1728	35692,26474
1729	31584,40181
